339, 97.7
294, 99.4
298, 99.9
291, 100.8
366, 100.9
305, 101.4
339, 101.6
71, 101.7
196, 103
341, 103.5
294, 103.8
139, 104.2
3, 104.3
75, 104.5
298, 104.5
38, 105.6
366, 105.6
291, 105.7
305, 106.2
339, 106.2
71, 106.6
136, 107.8
283, 108
196, 108.2
100, 108.4
54, 108.6
131, 108.7
84, 108.7
193, 108.7
294, 108.7
341, 108.8
315, 109
180, 109.1
48, 109.2
152, 109.4
298, 109.6
139, 109.7
3, 109.8
75, 110
216, 110.2
161, 110.4
240, 110.4
223, 110.4
261, 110.6
366, 110.9
291, 111.1
38, 111.2
339, 111.2
12, 111.3
140, 111.4
122, 111.5
330, 111.7
305, 111.8
333, 111.9
126, 111.9
71, 112.1
232, 112.3
83, 112.4
266, 112.5
218, 112.7
352, 112.9
191, 113.4
258, 113.7
136, 113.8
196, 114.1
283, 114.1
100, 114.5
294, 114.5
313, 114.7
54, 114.7
131, 114.8
193, 114.8
341, 114.8
84, 114.9
51, 115
315, 115.1
180, 115.2
48, 115.3
152, 115.6
298, 115.6
139, 116
195, 116
3, 116.1
75, 116.2
216, 116.5
161, 116.7
240, 116.7
223, 116.7
261, 116.9
366, 117.1
291, 117.3
339, 117.3
12, 117.7
38, 117.8
140, 117.8
122, 117.9
330, 118.1
305, 118.2
333, 118.3
126, 118.3
71, 118.8
83, 118.9
232, 118.9
266, 119.1
218, 119.2
352, 119.6
191, 120
258, 120.6
136, 120.7
283, 121
294, 121.4
313, 121.7
196, 121.8
100, 122
131, 122.2
54, 122.2
124, 122.3
315, 122.3
48, 122.6
51, 122.6
84, 122.7
193, 122.7
181, 122.8
152, 122.9
298, 122.9
341, 122.9
180, 123.1
3, 123.4
139, 123.5
75, 124.1
223, 124.2
216, 124.3
240, 124.3
261, 124.3
195, 124.4
161, 124.6
366, 124.6
339, 125.4
122, 125.4
12, 125.5
126, 125.8
140, 125.9
291, 126
333, 126.3
330, 126.3
83, 126.7
266, 127.1
218, 127.3
232, 127.6
191, 127.6
38, 127.7
352, 128
305, 128.4
258, 129.7
71, 130.3
283, 130.6
124, 131.2
313, 131.8
131, 132.2
48, 132.4
294, 132.9
181, 133.2
136, 133.5
84, 133.6
152, 133.7
261, 133.7
3, 133.9
315, 134.1
193, 134.3
240, 134.6
139, 134.8
180, 135
126, 135.1
54, 135.3
122, 135.4
298, 135.4
12, 135.7
140, 136.1
366, 136.2
216, 136.3
223, 136.3
333, 136.5
83, 136.6
266, 137.2
191, 137.2
161, 137.4
196, 137.6
352, 138.5
100, 139.3
339, 139.5
218, 139.9
51, 141.5
330, 142.1
195, 142.5
258, 142.9
291, 145
261, 146.8
283, 148.7
126, 150.1
122, 150.5
83, 150.9
48, 151.6
191, 152.8
333, 153.4
12, 153.8
352, 157.2
339, 179.7
294, 181.9
298, 182.9
366, 184.3
339, 184.8
291, 185.7
305, 186.8
294, 187.9
71, 188
298, 189.3
339, 190.9
366, 190.9
291, 193.1
305, 195.2
294, 195.6
298, 197.6
71, 198.5
366, 199.1
339, 199.6
291, 205.4
366, 212.4
294, 214
339, 259.6
294, 262.4
298, 263.2
339, 264.6
366, 265
291, 265.3
305, 266.1
71, 267.3
3, 267.9
139, 268.3
294, 268.4
196, 268.5
341, 269.1
298, 269.5
75, 270.2
339, 270.4
366, 271.3
291, 272.2
305, 274
3, 274.8
139, 275.4
71, 275.6
196, 276.2
294, 276.4
298, 277.3
341, 277.4
75, 277.9
339, 278.5
366, 279.5
291, 281.6
3, 283.2
139, 284.3
305, 291.3
196, 291.6
75, 292.1
298, 292.1
3, 295.3
339, 322.7
339, 330.9
339, 642.5
294, 644.1
298, 644.4
291, 645.4
366, 645.4
305, 645.8
71, 646.1
339, 646.5
196, 647.4
341, 647.8
139, 648.6
294, 648.6
75, 648.8
3, 648.8
298, 649
38, 649.8
366, 650.1
291, 650.2
305, 650.8
71, 651.1
339, 651.1
136, 652
283, 652.3
100, 652.5
196, 652.6
54, 652.8
193, 652.8
131, 652.9
84, 652.9
315, 653.2
341, 653.2
180, 653.3
152, 653.4
48, 653.4
294, 653.6
139, 654.2
3, 654.2
298, 654.2
216, 654.3
75, 654.4
161, 654.5
240, 654.5
223, 654.6
261, 654.7
12, 655.3
38, 655.4
140, 655.5
366, 655.6
122, 655.6
291, 655.7
330, 655.8
333, 655.9
126, 656.1
232, 656.3
266, 656.3
305, 656.3
83, 656.4
339, 656.4
218, 656.7
71, 656.8
352, 656.9
191, 657.3
258, 657.7
136, 657.9
283, 658.3
313, 658.5
100, 658.5
196, 658.5
51, 658.6
54, 658.9
131, 659
84, 659.1
193, 659.1
315, 659.3
341, 659.4
180, 659.5
294, 659.5
152, 659.6
195, 659.7
48, 659.7
298, 660.1
139, 660.4
75, 660.6
216, 660.6
3, 660.6
161, 660.8
240, 660.8
223, 660.9
261, 661
12, 661.7
366, 661.7
38, 661.9
140, 662
122, 662.1
330, 662.2
333, 662.3
291, 662.5
126, 662.5
83, 662.9
232, 662.9
266, 663
305, 663.3
339, 663.3
181, 663.3
218, 663.3
124, 663.5
352, 663.8
191, 663.9
71, 664.2
258, 664.8
136, 665.3
283, 665.5
313, 665.6
51, 666.2
100, 666.6
131, 666.8
54, 666.9
315, 666.9
193, 667.3
48, 667.4
152, 667.5
84, 667.5
180, 667.7
195, 668.3
250, 668.4
345, 668.4
3, 668.5
294, 668.5
261, 668.6
240, 668.7
223, 668.8
216, 668.9
196, 668.9
298, 669.1
161, 669.2
139, 669.3
122, 669.8
12, 670.1
366, 670.1
126, 670.2
140, 670.2
75, 670.5
341, 670.5
333, 670.9
330, 671
83, 671.1
266, 671.2
124, 671.7
191, 671.7
218, 671.9
232, 672
181, 672.2
352, 672.6
258, 675
313, 675.6
38, 675.7
250, 676.4
283, 676.9
339, 677.2
345, 677.4
291, 677.5
131, 678.5
261, 678.9
48, 679.3
240, 679.8
126, 680.1
152, 680.2
84, 681.1
122, 681.2
315, 681.4
12, 681.7
191, 682
83, 682.3
140, 682.3
333, 683.4
266, 683.5
124, 683.8
223, 684.8
352, 684.9
250, 685.5
218, 687.6
193, 687.9
345, 689.6
181, 689.9
250, 696.1
345, 700.8
261, 700.9
191, 702
250, 702.1
181, 702.6
83, 703
126, 705.2
218, 705.9
352, 707.1
