20, 12
6, 12.2
27, 12.8
13, 12.9
19, 13.4
12, 13.5
22, 14.2
4, 14.9
27, 510
22, 510.9
6, 511.6
20, 511.6
1, 511.9
3, 511.9
11, 512.1
13, 512.5
19, 512.8
12, 512.9
4, 514
27, 516.5
22, 520.7
27, 1009.9
3, 1010.2
22, 1010.8
20, 1011.4
1, 1011.5
6, 1011.6
11, 1011.9
13, 1012.3
18, 1012.3
19, 1012.9
25, 1013.1
12, 1013.2
10, 1013.5
4, 1013.8
27, 1016.4
3, 1018.6
22, 1020.4
20, 1030.5
1, 1032.5
27, 1043.7
3, 1509.3
27, 1509.9
1, 1510.1
22, 1510.8
20, 1511.5
6, 1511.8
2, 1511.9
11, 1512
18, 1512.1
13, 1512.3
12, 1513
25, 1513
19, 1513.1
3, 1513.8
10, 1513.8
4, 1514.5
16, 1516
27, 1516.5
1, 1517.6
22, 1521
3, 1521.4
27, 1541.8
3, 2009.3
20, 2009.9
1, 2010
27, 2010
6, 2010.2
19, 2010.3
13, 2010.5
22, 2010.8
2, 2011.7
11, 2011.9
21, 2012.1
18, 2012.3
7, 2012.6
12, 2012.9
25, 2013.3
3, 2013.8
10, 2014
4, 2014.4
16, 2016.1
20, 2016.1
27, 2016.6
30, 2016.9
19, 2017.3
1, 2017.4
6, 2018.4
13, 2019.9
22, 2020.5
3, 2021.4
20, 2035.9
3, 2509.3
2, 2509.8
20, 2509.8
1, 2510
27, 2510
6, 2510.1
19, 2510.2
10, 2510.3
13, 2510.4
22, 2510.8
11, 2511.7
21, 2512
7, 2512.2
18, 2512.2
12, 2513
25, 2513.4
3, 2513.8
4, 2514.1
2, 2515.6
16, 2515.6
26, 2515.7
20, 2516.1
30, 2516.4
27, 2516.5
19, 2517.1
1, 2517.4
10, 2517.5
6, 2518.1
13, 2519.2
22, 2520.5
3, 2521.4
2, 2530.2
20, 2539.3
3, 3009.3
2, 3009.7
22, 3009.7
20, 3009.9
21, 3009.9
27, 3010
1, 3010.1
6, 3010.1
19, 3010.2
10, 3010.3
13, 3010.4
4, 3010.8
11, 3011.8
18, 3012.1
7, 3012.5
14, 3012.6
12, 3012.8
25, 3013.2
3, 3013.8
23, 3014.2
26, 3015
22, 3015.1
30, 3015.4
2, 3015.5
16, 3015.9
20, 3015.9
27, 3016.6
21, 3016.8
19, 3017.1
10, 3017.4
1, 3017.5
6, 3017.8
13, 3019.1
3, 3021.4
4, 3022.1
22, 3025.8
2, 3030
20, 3031.5
3, 3054.2
2, 3509.2
3, 3509.3
20, 3509.3
19, 3509.4
27, 3509.4
22, 3509.7
1, 3510
21, 3510
6, 3510.2
10, 3510.2
13, 3510.5
4, 3510.8
11, 3512
18, 3512.1
5, 3512.4
7, 3512.6
14, 3512.7
12, 3513
25, 3513.3
2, 3513.4
3, 3513.8
20, 3513.8
23, 3513.9
27, 3513.9
19, 3514
22, 3514.8
16, 3515.8
30, 3515.8
26, 3516
21, 3516.6
1, 3517.4
10, 3517.5
6, 3518.5
13, 3519.2
2, 3519.9
3, 3521.1
27, 3521.3
20, 3521.5
4, 3521.8
19, 3521.9
22, 3524.8
3, 3545.8
2, 3550.5
3, 4009
2, 4009.1
20, 4009.3
19, 4009.4
27, 4009.4
22, 4009.7
11, 4009.9
1, 4010
21, 4010
6, 4010.1
10, 4010.2
13, 4010.5
4, 4010.7
24, 4011.7
18, 4012.1
5, 4012.4
14, 4012.4
3, 4012.7
7, 4012.7
12, 4012.9
2, 4013.3
25, 4013.3
23, 4013.5
20, 4013.8
17, 4013.9
27, 4013.9
19, 4014
22, 4014.9
16, 4015.4
11, 4015.7
26, 4015.9
30, 4016.7
21, 4017.1
10, 4017.2
1, 4017.4
6, 4017.9
3, 4018.1
13, 4019.7
2, 4020
4, 4021.7
20, 4021.7
27, 4021.8
19, 4022.3
22, 4025.2
11, 4028.3
24, 4028.9
3, 4029.3
2, 4044.9
3, 4509
2, 4509.1
20, 4509.2
27, 4509.3
19, 4509.4
13, 4509.7
22, 4509.7
11, 4509.8
21, 4510
1, 4510.1
6, 4510.2
10, 4510.2
12, 4510.3
4, 4510.8
30, 4510.8
24, 4511.6
18, 4512
7, 4512.1
5, 4512.4
14, 4512.6
3, 4512.7
25, 4512.7
2, 4513.3
20, 4513.6
27, 4513.8
19, 4514
23, 4514.1
17, 4514.2
22, 4514.9
13, 4515.2
11, 4515.6
26, 4515.8
16, 4516.3
21, 4517
10, 4517.6
1, 4517.7
6, 4518
3, 4518.2
12, 4518.3
30, 4519.8
2, 4520
20, 4520.9
4, 4521.2
27, 4521.4
19, 4522
22, 4525.3
24, 4526.3
13, 4526.8
3, 4528.3
11, 4528.9
2, 4543.7
3, 5009
27, 5009
2, 5009.1
20, 5009.3
19, 5009.4
13, 5009.6
22, 5009.7
11, 5009.8
1, 5010
21, 5010
6, 5010.1
10, 5010.2
17, 5010.2
12, 5010.4
18, 5010.4
